playerId,playerName,squadName,durationMins,centrePassReceivesTotal,feedWithAttemptTotal,feedsTotal,generalPlayTurnoversTotal,goalAssistsTotal,interceptPassThrownTotal,centrePassReceivesPer,feedWithAttemptPer,feedsPer,generalPlayTurnoversPer,goalAssistsPer,interceptPassThrownPer
1013638,M.McDonell,GIANTS,122.43333333333334,3,0,0,4,0,1,0.3675469643343316,0.0,0.0,0.49006261911244214,0.0,0.12251565477811054
1016033,M.Nankivell,Thunderbirds,701.35,133,257,387,68,225,19,2.8445141512796748,5.496542382547943,8.276894560490483,1.4543380623084052,4.812148000285164,0.406359164468525
80439,M.Proud,Swifts,557.2666666666667,52,206,296,50,172,16,1.3996889580093312,5.544921641344659,7.967460222514655,1.3458547673166648,4.629740399569327,0.4306735255413327
1003784,M.Turner,Swifts,681.0833333333334,32,2,2,15,1,5,0.7047595742077573,0.04404747338798483,0.04404747338798483,0.3303560504098862,0.022023736693992414,0.11011868346996206
1015270,N.Allen,Magpies,36.333333333333336,12,12,12,6,10,5,4.954128440366972,4.954128440366972,4.954128440366972,2.477064220183486,4.128440366972477,2.0642201834862384
1001846,N.Haythornthwaite,Swifts,273.23333333333335,107,88,144,20,79,8,5.87410028059046,4.8310357447846775,7.905331218738563,1.0979626692692448,4.336952543613517,0.43918506770769794
1004510,O.Lewis,Fever,33.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
80574,P.Hadley,Swifts,680.0833333333334,109,163,252,37,148,22,2.4041171425070456,3.5951476534738385,5.558142384511702,0.8160764612179879,3.2643058448719517,0.48523465261610094
999135,P.Maweni,Lightning,697.7166666666667,0,0,0,6,0,2,0.0,0.0,0.0,0.1289921888063445,0.0,0.0429973962687815
1014128,P.Proscovia,Lightning,153.4,0,4,7,14,3,3,0.0,0.39113428943937417,0.6844850065189048,1.3689700130378095,0.29335071707953064,0.29335071707953064
80078,R.Aiken,Firebirds,665.8166666666667,0,54,78,44,43,4,0.0,1.2165511026558862,1.7572404816140579,0.9912638614233147,0.9687351373000574,0.0901148964930286
1019167,R.Barkmeyer,Vixens,195.61666666666667,59,63,75,16,55,8,4.524154383573315,4.830876714663031,5.75104370793218,1.226889324358865,4.217432052483598,0.6134446621794325
1005495,R.Ellis,Firebirds,232.96666666666667,0,0,0,2,0,0,0.0,0.0,0.0,0.12877378738016884,0.0,0.0
1013077,R.Samason,Vixens,164.63333333333333,21,35,45,11,34,2,1.913342781939664,3.188904636566107,4.100020247013566,1.002227171492205,3.097793075521361,0.18222312208949182
1014130,S.Aryang,Fever,603.1,37,1,1,10,1,6,0.920245398773006,0.0248714972641353,0.0248714972641353,0.248714972641353,0.0248714972641353,0.1492289835848118
1019169,S.Dwyer,GIANTS,689.3333333333334,144,106,125,45,94,10,3.133462282398453,2.3065764023210833,2.720019342359768,0.9792069632495164,2.0454545454545454,0.21760154738878143
80534,S.Francis,Fever,620.1666666666666,69,2,3,20,2,7,1.6689062080086,0.04837409298575652,0.07256113947863478,0.48374092985756517,0.04837409298575652,0.16930932545014782
1001711,S.Garbin,Swifts,235.73333333333332,47,43,51,21,43,6,2.99066742081448,2.736142533936652,3.2451923076923084,1.3362556561085974,2.736142533936652,0.38178733031674217
1007298,S.Glasgow,Fever,335.53333333333336,90,127,152,20,122,8,4.023445261275581,5.67752831313332,6.795151996820981,0.8940989469501291,5.454003576395787,0.35763957878005165
1001712,S.Gooden,Thunderbirds,211.13333333333333,31,20,28,12,19,6,2.202399747395011,1.420903062835491,1.9892642879696874,0.8525418377012945,1.3498579096937164,0.4262709188506473
998404,S.Klau,Swifts,718.35,5,0,0,9,0,4,0.10440593025683859,0.0,0.0,0.18793067446230946,0.0,0.08352474420547087
1010545,S.Nelson,Magpies,696.75,0,1,5,47,0,3,0.0,0.021528525296017224,0.10764262648008613,1.0118406889128095,0.0,0.06458557588805167
991899,S.Poolman,GIANTS,581.1,0,0,0,6,0,3,0.0,0.0,0.0,0.15487867836861124,0.0,0.07743933918430562
80830,S.Sterling,Thunderbirds,715.0333333333333,0,0,0,23,0,9,0.0,0.0,0.0,0.4824949885786211,0.0,0.1888023868351126
1009731,S.Van Der Merwe,Thunderbirds,455.6166666666667,36,2,4,17,1,1,1.1852068624940557,0.0658448256941142,0.1316896513882284,0.5596810183999708,0.0329224128470571,0.0329224128470571
1001944,S.Wallace,Swifts,596.8833333333333,0,21,25,32,17,4,0.0,0.5277413229832743,0.6282634797419931,0.8041772540697513,0.42721916622455536,0.10052215675871891
80475,S.Wood,Lightning,665.5666666666667,215,212,251,42,190,11,4.84549506686032,4.77788350778785,5.656833775729955,0.946561827014574,4.282065407923073,0.24790904993238844
1007306,T.Dwan,Firebirds,173.03333333333333,50,55,75,18,46,5,4.334424966287806,4.767867462916587,6.501637449431709,1.5603929878636102,3.9876709689847814,0.4334424966287806
1009742,T.Fraser,Swifts,298.9,28,36,60,13,32,7,1.4051522248243562,1.8066242890598865,3.0110404817664773,0.6523921043827368,1.6058882569421213,0.35128805620608905
1006231,T.Hinchliffe,Firebirds,534.1666666666666,2,0,0,4,0,1,0.056162246489859596,0.0,0.0,0.11232449297971919,0.0,0.028081123244929798
80473,V.Charles,Fever,683.45,164,288,406,57,250,16,3.5993854707732824,6.320872046236008,8.91067378740215,1.2510059258175432,5.486868095690979,0.35115955812422267
