squadNickname,actualProp
Fever,0.375
Firebirds,0.4224137931034483
GIANTS,0.5753968253968254
Lightning,0.22826086956521738
Magpies,0.5714285714285714
Swifts,0.38513513513513514
Thunderbirds,0.4027777777777778
Vixens,0.4230769230769231
